smiles,qed,sas,weight,logP,gsk3b,jnk3
c1cccc(OC)c1C1=C(C(NC1=O)=O)c1cccc(c1)Cl,0.886465322,2.062159337,313.74,2.9158,-7.5,-7.5
c1cnc(NC2CCC(NC(NC(C)C)=O)CC2)nc1-c1cc(c(F)cc1)F,0.725743626,2.358166844,389.45,3.8525,-8.7,-8.7
C1CC(Nc2cc(ccn2)C2C(=O)NC(C=2c2ccc(cc2)F)=O)CCO1,0.81135624,2.535260281,367.38,2.3788,-9.1,-8.9
Fc1cc2c(nc(nc2NC2CCC(CC2)O)-c2ccnc(c2)Nc2ccc(F)cc2)cc1,0.378502611,2.491042968,447.489,5.429,-10.2,-9
c1(cccc(c1)C1(C)NC(=O)NC1=O)-c1cc(NC2CCCC2)ncc1,0.739838882,2.918458714,350.422,3.1577,-9.7,-9.2
c1(F)c(cc(Nc2cccc(C)c2)nc1)-c1ccnc(N(C)CCO)c1,0.707204564,2.474836558,352.413,3.76322,-8.6,-8.4
c1ccc(cc1)C1=C(c2c(cccc2)F)C(=O)NC1=O,0.849149505,1.962425917,267.259,2.3929,-7.8,-7.8
c1(C2=C(c3ccc(cc3)F)C(NC2=O)=O)cc(ncc1)NC1CCCC1,0.830425976,2.400630105,351.381,3.1424,-9,-8.5
C1(CCN(CC1)C(OCC)=O)n1c([nH]c2c1ccc(c2)Cl)=O,0.923695756,2.207104002,323.78,2.7764,-7.8,-7.4
c1(cnc(N)cc1)C1=C(c2cc(ncc2)NC(C2CC2)=O)C(NC1=O)=O,0.706080465,2.603924748,349.35,0.9745,-8.8,-8.4
C1C(CCN(C(C)C)C1)Nc1nccc(c1)-c1c(cnc(NC2CCOCC2)c1)Cl,0.695116883,2.685930266,429.996,4.6726,-8.9,-8.6
c1ccccc1-c1cnc2[nH]nc(c2c1)NC(CCC)=O,0.769418044,2.158598475,280.331,3.3635,-8,-7.5
C1(=O)C(=C(C(N1)=O)c1ccnc(NC2CCCC2)c1)c1ccccc1,0.843948257,2.337633323,333.391,3.0033,-8.7,-8.2
c1c(ccc2c1cc[nH]2)Nc1cc(-c2ccnc(NC3CCCC3)c2)ccn1,0.420640685,2.459336116,369.472,5.723,-9.6,-8.8
c1cnc(NC2CCN(CC2)CC(=O)N)cc1-c1ccnc(C(NCC)=O)c1,0.664293193,2.431588506,382.468,1.2549,-9.1,-7.5
C1(C(=C(C(N1)=O)c1ccc(OC)cc1)c1ccnc(c1)NC1CCOCC1)=O,0.774833116,2.510002416,379.416,2.2483,-9.2,-9
C1(c2cc(cc(OC)c2)OC)=C(c2ccc(cc2)Cl)C(=O)NC1=O,0.866866848,2.177155192,343.766,2.9244,-8.4,-7.4
c1c(cc(cc1)C1C(=O)NC(C=1c1ccnc(c1)NCC1CCOCC1)=O)F,0.778613019,2.615624639,381.407,2.6264,-8.9,-8.8
C1CC(CCO1)Nc1cc(-c2n[nH]c(n2-c2cc3OCCc3cc2)=O)ccn1,0.721410066,2.776775478,379.42,2.1484,-8.7,-9.4
Fc1ccc(C2=C(C(=O)NC2=O)c2ccnc(NCC3CCOCC3)c2)cc1,0.778613019,2.564246861,381.407,2.6264,-8.6,-8.5
COc1c(OC)ccc(C=CC(Nc2cc(F)c(cc2)-c2cnc(nc2)OC)=O)c1,0.595043176,2.309287245,409.417,3.9604,-7.9,-7.4
c1(Nc2cc(ccn2)-c2cccc(n2)NC(C2CCOCC2)=O)ccccn1,0.707599197,2.405084653,375.432,3.6473,-9.5,-8.3
c1ccc(C2=C(C(NC2=O)=O)Nc2cccc(OC)c2)cc1,0.848141474,2.056409071,294.31,2.1748,-8.1,-7.7
C1(C(NC(C=1c1cc(NC2CCCC2)ncc1)=O)=O)c1ccccc1,0.843948257,2.337633323,333.391,3.0033,-8.7,-8.2
N(c1cccc(C2C(NC(C=2c2ccccc2O)=O)=O)c1)C1CCCCC1,0.724811279,2.335117678,362.429,3.704,-9.2,-9
c1cccc2c1c(Nc1cc(ccn1)C1C(=O)NC(C=1c1ccc(cc1)F)=O)n[nH]2,0.45688516,2.561388091,399.385,3.4078,-9.8,-9.5
c1cccc(C2=C(c3cncc(c3)C3CCCCC3)C(NC2=O)=O)c1,0.872057625,2.377001921,332.403,3.6965,-9,-9
N(CC)C(=O)NC1CCC(Oc2sc3cc(F)ccc3n2)CC1,0.898128308,2.403578235,337.42,3.4445,-7.7,-7.2
c1c2ccccc2cc2c1n(c(=O)[nH]2)C(C1CCCCC1)=O,0.743634064,2.322504367,294.354,3.7033,-9.1,-8.9
c1c(cnc2c1n(-c1ccc3c(cccc3)c1)nn2)NC1CCOCC1,0.614951683,2.574872093,345.406,3.5596,-9.1,-9.1
O=C1NC(=O)C(=C1c1ccnc(NC2CCCCC2)c1)c1ccc(F)cc1,0.813387824,2.407270341,365.408,3.5325,-9.5,-9
c1ccc(C2=C(C(NC2=O)=O)c2cc(ncc2)NC2CCOCC2)c(F)c1,0.81135624,2.570143713,367.38,2.3788,-9.1,-9
C(C)CN(CCO)C1Cc2cc(ccc2C1)-c1nc(C)oc1-c1ccccc1,0.660071947,2.997570445,376.5,4.48852,-8.3,-7.7
c1(ccc(C2C(=O)NC(C=2c2ccnc(c2)NC2CCOCC2)=O)cc1)F,0.81135624,2.535260281,367.38,2.3788,-9,-9
c1c(C2C(NC(=O)C=2c2cc(C(=O)N)ccc2)=O)ccnc1NC1CCOCC1,0.659982577,2.636238786,392.415,1.3386,-9.6,-9.7
c1c2c(ccc1Cl)c1c(c(=O)n2C)ccn(c1=O)C,0.589013139,2.34663918,274.707,2.0438,-8,-7.9
[nH]1nc(-c2cccc(n2)NC2CCOCC2)nc1-c1ccccc1,0.771949928,2.401527035,321.384,3.1246,-9,-8.3
c1cc(C2C(NC(=O)C=2c2cc(ncc2)NC2CCOCC2)=O)ccc1F,0.81135624,2.535260281,367.38,2.3788,-9.1,-9
O(c1cc(C2C(NC(C=2c2cc(NC3CCC3)ncc2)=O)=O)ccc1)C,0.811326201,2.423697473,349.39,2.6218,-8.8,-8.3
c1c(N)cc(C2C(=O)NC(C=2c2ccnc(c2)NC2CCCC2)=O)cc1,0.582769296,2.526801797,348.406,2.5855,-9.1,-8.8
c1c(cc2c(n[nH]c2c1)NC(=O)CCC)-c1ccc(F)cc1F,0.756056015,2.197953264,315.323,4.2467,-8.7,-7.9
n1c(c(C(=O)N)cnc1NC1CC(NC(C=C)=O)CCC1)-c1c(F)cccc1,0.663727287,3.321811463,383.427,2.4069,-8.5,-8.5
c1c(NC2CCOCC2)ncc(c1)C1=C(c2ccnc(c2)N)C(NC1=O)=O,0.696938171,2.779660873,365.393,1.2169,-8.7,-9
c1(NC2CCC(NC(=O)OC)CC2)c2c(nc(-c3ccc(cc3)F)n1)c(cs2)C,0.636008803,2.560677155,414.506,4.88492,-8.9,-8.2
OCC1C(C(O)CC1Nc1cc(ccn1)-c1ccc(F)cc1)O,0.684655155,3.567032205,318.348,1.4022,-7.8,-8.1
c1c(C2=C(C(=O)NC2=O)c2ccc(F)cc2F)cc(OC)c(c1OC)OC,0.813462241,2.34695091,375.327,2.5578,-7.7,-7.6
c1cc(ccc1F)C1C(=O)NC(C=1c1ccnc(NC2CCOCC2)c1)=O,0.81135624,2.535260281,367.38,2.3788,-9,-9
O=C1C(c2cccc(c2)OC)=C(C(=O)N1)c1cn(c2ccccc12)CC,0.737963137,2.283707244,346.386,3.237,-8.3,-8
c1cc(C2C(NC(=O)C=2c2ccnc(c2)NC2CCCC2)=O)c(cc1)F,0.830425976,2.436908874,351.381,3.1424,-9.1,-8.4
c1(C2C(NC(C=2c2cc(ncc2)NC2CCCCC2)=O)=O)ccc(cc1)OC,0.78086397,2.386752844,377.444,3.402,-9.5,-8.9
C(C)(Nc1nccc(c1)-c1cc(Nc2ccc(F)cc2)ncc1)=O,0.762123206,2.092030128,322.343,3.9847,-8.5,-8.2
N(c1cc(ccn1)-c1c(n[nH]c1)-c1cc[nH]n1)C1CCC(O)CC1,0.59055397,3.339147214,324.388,2.5772,-8.4,-8
c1(-c2n[nH]c(n2-c2cc3ccccc3cc2)=O)ccnc(NC2CCOCC2)c1,0.560847365,2.543330396,387.443,3.3667,-9.5,-9.7
c1nccc(c1)-c1cc(nc(n1)NC(C)C)Nc1ccccc1,0.742702241,2.131562276,305.385,4.1025,-8,-7.6
O=C1NC(C(=C1c1ccnc(NC2CCCCCC2)c1)c1cc(C(N)=O)ccc1)=O,0.523672531,2.524657217,404.47,2.8824,-9.4,-8.7
s1cc(nc1C1=C(C(=O)NC1=O)c1ccc(cc1)Br)C1CCCCC1,0.747527745,2.598589698,417.328,4.5205,-8.4,-7.7
C(=O)(Nc1cc(-c2ccccc2C)nc(N)n1)C(C)(C)C,0.887857467,2.192173985,284.363,3.01882,-8.3,-7.7
c1cc(-c2c(C3CCOCC3)[nH]c(-c3ccccc3)n2)ccc1F,0.753558837,2.25538925,322.383,4.7768,-8.7,-8.3
O(C)c1cccc(C2=C(c3cccc(OC)c3)C(NC2=O)=O)c1,0.880044342,2.066442495,309.321,2.271,-7.6,-7.9
c1c(C2=C(CO)C(=O)NC2=O)cc(F)c(c1)-n1cnc(COC)c1,0.781072152,2.93445921,331.303,0.5601,-7.6,-7.3
c1(ccccc1Cl)C1=C(C(=O)NC1=O)c1ccnc(c1)NC1CCCC1,0.808919745,2.416717489,367.836,3.6567,-8.7,-8.8
c1cc(cc(c1)OC)C1C(NC(C=1c1cccc(n1)NC(C1CC1)=O)=O)=O,0.792205771,2.401841751,363.373,2.0059,-8.7,-8
c12c([nH]nc1NC(CCC)=O)cc(Cl)cc2,0.862393524,2.117502322,237.69,2.9549,-6.8,-6.1
c1cccc(C2C(=O)NC(C=2c2cc(NC(C3CC3)=O)ncc2)=O)c1,0.837779569,2.279880489,333.347,1.9973,-8.4,-8.3
c1(C2=C(N3Nc4c(cccc4)NC3=O)C(NC2=O)=O)ccc(cc1)Cl,0.722900198,2.759382547,354.753,2.5821,-9.4,-8.3
c1cc(-c2csc(n2)Nc2ccccc2)cc(NC(=O)C2CC2)n1,0.728926959,2.07332687,336.42,4.2972,-8.4,-7.7
c1cc(cc(c1)F)Nc1nccc(-c2ccnc(c2)Nc2ccccc2)c1,0.476514629,2.082004616,356.404,5.7699,-9.1,-8.9
c1(NC2CCC(N)CC2)cc(C)nc(NC(=O)c2cccc(OC)c2)c1,0.766224048,2.284768159,354.454,3.33272,-8.6,-7.9
N1C(C(=C(c2ccnc(c2)NC2CCC2)C1=O)c1ccc(cc1)Cl)=O,0.827499606,2.394331626,353.809,3.2666,-8.4,-8.4
C1COCCC1Nc1cc(ccn1)C1C(NC(=O)C=1c1cc(F)c(F)cc1)=O,0.790955113,2.648808699,385.37,2.5179,-9.4,-9
c1c(ccc(Br)c1)C1=C(C(NC1=O)=O)c1c2c(ccc(F)c2)[nH]c1,0.662171953,2.347128279,385.192,3.6367,-8.6,-8.7
Fc1ccc(Nc2nccc(C3C(=O)NC(C=3c3ccncc3)=O)c2)cc1,0.699139203,2.399543122,360.348,2.9265,-9.8,-8.8
n1cnc(cc1NC1CCC(O)CC1)NC1CCC(C(=O)N)CC1,0.651468733,2.582424777,333.436,1.648,-8.2,-7.7
O=C1NC(=O)C(=C1c1ccccc1OC)c1ccc(Cl)cc1,0.886465322,2.000385392,313.74,2.9158,-7.6,-7.6
O=C1NC(C(=C1c1ccnc(NC2CCOCC2)c1)c1cc(OC)c(c(OC)c1)OC)=O,0.632889391,2.696039511,439.468,2.2655,-9.3,-7.8
c1c(ccnc1NC1CCC1)C1C(NC(C=1c1ccc(cc1)Cl)=O)=O,0.827499606,2.394331626,353.809,3.2666,-8.5,-8.5
n1cccc(c1)C1=C(c2ccnc(NC3CCC3)c2)C(=O)NC1=O,0.84198184,2.537155881,320.352,2.0082,-8.5,-8
O=C1NC(C(=C1c1ccccc1)c1cc(ncc1)NC1CCOCC1)=O,0.827718733,2.476063902,349.39,2.2397,-8.8,-8.6
c1n(C)c(cc1C1=C(C(=O)NC1=O)c1cc(NC(=O)C(C)C)ncc1)Cl,0.80472812,2.914895578,372.812,2.2352,-8.7,-7.9
C(=O)(Nc1n[nH]c2nc(ncc21)NC1CCOCC1)C,0.769032477,2.690224283,276.3,0.9022,-7.7,-7.3
c12c(c(NC3C(=O)NC(=O)C=3c3ccccc3)n[nH]1)c(Cl)ccc2,0.640747817,2.605656215,338.754,2.6959,-8.1,-8.2
C1CC(Nc2nccc(C3=C(C(=O)NC3=O)c3ccc(cc3)F)c2)CCO1,0.81135624,2.535260281,367.38,2.3788,-9.1,-9
c1ccc(cc1)C1C(=O)NC(C=1c1ccnc(NC2CCOCC2)c1)=O,0.827718733,2.476063902,349.39,2.2397,-8.9,-8.6
c1cc(OC)cc(C2=C(c3ccc(cc3)C(O)=O)C(=O)NC2=O)c1,0.839161738,2.069101461,323.304,1.9606,-8.4,-8.1
c1(n[nH]c2ncc(cc12)-c1c(-c2ccccc2)n[nH]c1)NC(C1CC1)=O,0.528371234,2.748568963,344.378,3.3635,-8.6,-8.6
c1cc2cc(OC)c(OC)cc2c(NC(C=Cc2ccccc2Cl)=O)n1,0.670622703,2.232229489,368.82,4.5573,-8.8,-7.9
Cc1c(c(C)n[nH]1)C(NC1CCC(CC1)C(Nc1ccc(F)cc1)=O)=O,0.784819132,2.175902198,358.417,3.09294,-8.6,-8.2
O=C1C(c2cc(C(=O)N)ccc2)=C(O)C(=O)N1,0.60839138,2.286669592,232.195,-0.289,-7.3,-7.3
c1(ccc(cc1)F)Nc1nccc(-c2cc(ncc2OC)Nc2ccc(cc2)F)c1,0.417883752,2.243968993,404.42,5.9176,-9.5,-8.8
C1C(C(=O)NCC)CCC(Nc2c3ccc(F)cc3ncc2)C1,0.907990495,2.175506906,315.392,3.4807,-7.9,-7.8
c12ccc(Cl)cc1c(=O)n1c([nH]2)nnc1-c1ccc(O)cc1,0.565676674,2.448815665,312.716,2.5968,-8.7,-8.2
CCC(=O)Nc1nccc(c1)C1C(NC(C=1c1ccc(cc1Cl)F)=O)=O,0.806509735,2.473654489,373.771,2.7898,-8.4,-8.5
C1OCCC(C1)Nc1nccc(C2C(NC(=O)C=2c2ccccc2)=O)c1,0.827718733,2.476063902,349.39,2.2397,-9,-8.7
n1c(c(cc(C2=C(c3ccccc3)C(NC2=O)=O)c1)OC)OC,0.869189714,2.336966519,310.309,1.666,-7.6,-7.6
c1c(-c2cc(-c3ccnc(c3)Nc3ccccc3)ncc2)cc(nc1)NC1CCOCC1,0.424224102,2.473434819,423.52,5.5401,-9.7,-9.1
c1(O)cccc(C2=C(C(NC2=O)=O)c2cc(NC3CCN(C)CC3)ncc2)c1,0.703329796,2.614852737,378.432,1.8605,-9.2,-8.9
Fc1ccc(Nc2nccc(c2)C2=C(C(=O)NC2=O)c2ccc(F)cc2)cc1,0.680884678,2.293940429,377.35,3.6706,-9.8,-9.1
N1C(=O)C(c2c(F)cccc2)=C(c2cn(c3ccccc23)C)C1=O,0.738264262,2.262347057,320.323,2.8846,-8.4,-8.8
c1cc(C2=C(c3ccccc3F)C(=O)NC2=O)cc(OC)c1OC,0.876067301,2.109228441,327.311,2.4101,-7.9,-8
c1cc(ccc1F)C1=C(C(=O)NC1=O)c1ccnc(NC2CCCC2)c1,0.830425976,2.400630105,351.381,3.1424,-8.9,-8.7
C1CCC(C(=O)Nc2nccc(C3C(NC(=O)C=3c3cccc(F)c3)=O)c2)CC1,0.780412635,2.434053244,393.418,3.3067,-9.5,-8.2
c1(ccnc(NC2CCC(NC(NC(C)C)=O)CC2)c1)-c1ccc(F)cc1,0.734340825,2.214530357,370.472,4.3184,-8.7,-8.5
c1(O)cccc(c1)Nc1nccc(C2C(=O)NC(=O)C=2c2ccc(F)cc2)c1,0.609209059,2.403328506,375.359,3.2371,-9.6,-9
NC(=O)c1cc(C2C(=O)NC(C=2c2ccnc(c2)NC2CCOCC2)=O)ccc1,0.659982577,2.636238786,392.415,1.3386,-9.5,-9.5
c1cc(ccc1C)-c1ccc2c(C3C(NC(=O)C=3c3ccccc3)=O)n[nH]c2c1,0.52629117,2.348101735,379.419,4.10552,-9.8,-9.5
c1nc(NC2CCC(O)CC2)cc(c1F)C1C(NC(=O)C=1c1ccc(Cl)cc1)=O,0.667103848,2.67601464,415.852,3.1567,-9.1,-8.9
N(c1ccc2c(c1NC1CCCCC1)cccc2C(=O)N)C1CCCCC1,0.661830117,2.362496166,365.521,5.4279,-8.8,-9
c1c(cc(-c2ccnc(NC3CC3)c2)cc1)C(=O)N,0.878865389,1.983643815,253.305,2.4218,-7.5,-7.6
c1(OC)nccc(Nc2nccc(-c3c(cc(cc3)F)F)c2)c1,0.784925555,2.23382229,313.307,4.174,-8.3,-8.6
c1cc(C2=C(c3ccc(Cl)cc3)C(NC2=O)=O)ccc1F,0.866674616,1.988596945,301.704,3.0463,-8.1,-7.7
Clc1cc(Cl)ccc1-n1c(=O)[nH]nc1-c1ccnc(NC2CCCCC2)c1,0.662580112,2.484130696,404.301,4.674,-8.6,-8.8
c1c(-c2ccc3c(c2)n(cc3)C)cc(cn1)C(=O)Nc1ccc(C)cc1,0.581627553,2.094764874,341.414,4.80102,-9.1,-8.9
c1c(ccc(c1)C1C(=O)NC(=O)C=1c1cc(NC2CCC2)ncc1)F,0.841806812,2.399366946,337.354,2.7523,-8.7,-8.4
OC(c1cc(ccc1)C1C(NC(=O)C=1c1cc(ccc1)OC)=O)=O,0.839161738,2.12672626,323.304,1.9606,-8.2,-8
N(c1cc[nH]c(c1)=O)C1C(=O)NC(=O)C=1c1cc2c(cccc2)cc1,0.64037232,2.557387775,331.331,2.0077,-9.1,-9
c12c(nccc1)[nH]cc2C1=C(c2cc(F)ccc2)C(=O)NC1=O,0.713200932,2.426443269,307.284,2.2692,-8.4,-8.2
Cc1cc(C(=O)N)cc(C2=C(C(NC2=O)=O)c2c3c(c[nH]c3ncc2)Cl)c1,0.603321707,2.855306885,380.791,2.19082,-9.5,-8.8
c1cc(ccc1)CNc1cc(C2C(=O)NC(C=2c2cc(ccc2)Cl)=O)ccn1,0.648792666,2.296869083,389.842,3.9143,-9.4,-8.7
c1cc(cc(Nc2c3ccc(cc3ncc2)Cl)c1)C(NCC1CCOCC1)=O,0.651643769,2.20935989,395.89,4.7882,-9.5,-8.5
C1CC(Nc2nccc(c2)-c2n[nH]c(=O)n2-c2cc3ccccc3cc2)CCO1,0.560847365,2.543330396,387.443,3.3667,-9.1,-9.7
c1(ccc(cc1)C=C1C(=O)NC(NC1=O)=O)-c1c(cccc1)C,0.660653743,2.096931726,306.321,2.41142,-9.4,-9.5
C1(C(NC(C=1Nc1cc(ccc1)Cl)=O)=O)c1cc(NC2CCOCC2)ncc1,0.670604368,2.652026348,398.85,2.8055,-9.3,-8.7
Fc1ccc(C2=C(C(=O)NC2=O)c2ccncc2)cc1,0.844636013,2.149062354,268.247,1.7879,-7.4,-7.4
c1(ccc(cc1)C1=C(C(=O)NC1=O)c1ccnc(c1)NC1CCCC1)OC,0.798456144,2.377005843,363.417,3.0119,-9.1,-8.7
c1ccc(C2C(NC(C=2c2ccc(O)cc2)=O)=O)cc1C#N,0.825556781,2.283456608,290.278,1.83108,-8.4,-8.1
c1ccc(C2=C(C(=O)NC2=O)c2ccnc(c2)Nc2ccc(cc2)F)cc1,0.699326077,2.228271524,359.36,3.5315,-9.6,-9
C1(c2cc(C#N)cnc2)C(=O)NC(=O)C=1c1ccnc(c1)NC1CCOCC1,0.777914901,2.88673404,375.388,1.50638,-9.2,-9
C1CC(CCC1)Nc1cc(C2=C(c3cc(OC)c(OC)c(c3)OC)C(=O)NC2=O)ccn1,0.640572591,2.586333847,437.496,3.4192,-9.6,-7.9
c1c(ccc(Cl)c1)C1=C(c2cc(N)ncc2Cl)C(=O)NC1=O,0.826759933,2.44293168,334.162,2.5378,-8.1,-7.7
COc1ccc(C2=C(C(=O)NC2=O)c2cc(ncc2)NC2CCOCC2)cc1,0.774833116,2.510002416,379.416,2.2483,-9.2,-8.9
C1Cc2cc(ccc2CC1)OCc1cc(ccn1)C1C(NC(=O)C=1c1ccc(F)cc1)=O,0.617350966,2.510758765,428.463,4.2457,-9.9,-9.4
O=C1C(c2ccc(F)cc2)=C(C(=O)N1)c1ccnc(c1)NC1CCCCC1,0.813387824,2.407270341,365.408,3.5325,-9.4,-8.6
c1(-c2cc3c(cc2)OCO3)cc(NC(C2CC2)=O)ncc1,0.940012543,2.053758122,282.299,2.8258,-7.8,-7.9
c12c(ccc(c1)NC(=O)C1CCOCC1)[nH]nc2-c1ccncc1,0.776665715,2.285111677,322.368,2.99,-8.5,-8.2
C1(C(=C(C(N1)=O)c1ccc(Cl)cc1)c1ccnc(NC2CCOCC2)c1)=O,0.793382813,2.530676849,383.835,2.8931,-8.8,-9
C1(C(=C(C(=O)N1)c1cc(NC2CCCC2)ncc1)c1ccc(Cl)cc1)=O,0.808919745,2.395863336,367.836,3.6567,-8.9,-8.8
N(C(=O)C)CC1OC(NC1)=Nc1cc(C2=C(C(=O)NC2=O)c2ccccc2)ccc1,0.652429335,3.465050628,404.426,1.3658,-9.7,-9.2
c1(-c2n[nH]c(=O)n2-c2cc3ccccc3cc2)ccnc(NC2CCOCC2)c1,0.560847365,2.543330396,387.443,3.3667,-9.5,-9.7
c1cc(cc(-n2cnc3c2nccc3NC2CCC2)c1)NC(=O)C,0.772856759,2.346121098,321.384,3.3433,-8.1,-8.1
c12c(NC3CCOCC3)cc(nc1ccc(-c1cn[nH]c1C(N)=O)c2)NC1CCOCC1,0.467793107,2.92716076,436.516,2.9056,-9.2,-9.2
COc1c(OC)cc(C2=C(c3cc(NC4CCCCC4)ncc3)C(NC2=O)=O)cc1OC,0.640572591,2.586333847,437.496,3.4192,-9.7,-7.6
C1CC(CCO1)Nc1nccc(C2=C(c3ccc(cc3)F)C(=O)NC2=O)c1,0.81135624,2.535260281,367.38,2.3788,-9.1,-9
c1c(C2C(NC(=O)C=2c2ccnc(NC3CCC3)c2)=O)ccc(Cl)c1,0.827499606,2.394331626,353.809,3.2666,-8.5,-8.3
c1c(F)ccc(C2C(NC(C=2c2ccnc(NC3CCOCC3)c2)=O)=O)c1,0.81135624,2.535260281,367.38,2.3788,-9.1,-9
c1cc(cc2OCOc12)C1=C(c2cc(ncc2)OC)C(NC1=O)=O,0.858638099,2.514516416,324.292,1.3861,-8.4,-8.3
O=C(O)C1CCC(CC1)Nc1nccc(C2C(NC(C=2c2ccc(cc2)Cl)=O)=O)c1,0.633713591,2.544645797,425.872,3.3575,-9.4,-8.5
c1cc(C)ccc1Nc1nc(-c2ccnc(Nc3ccccc3)c2)ccn1,0.507329976,2.033733462,353.429,5.33422,-9.5,-8.5
c1c(cc2OCCOc2c1)C1=C(c2cc3c(cc2)cccc3)C(NC1=O)=O,0.715707191,2.304030344,357.365,3.1782,-9.7,-9.9
C1CCC1c1c(ncc(-c2ccc(cc2)F)c1)OC1CCOCC1,0.814540501,2.363939837,327.399,4.713,-8.4,-8
c1cccc(C(N)=O)c1Nc1cc(Cl)c(-c2ccnc(c2)NC2CCOCC2)cn1,0.547925548,2.574169523,423.904,4.2304,-9.4,-8.3
c1cc(C2=C(c3c4c(n(C)c3)cccc4)C(NC2=O)=O)ccc1F,0.738264262,2.222333709,320.323,2.8846,-8.8,-8
c1c(-c2cc3c(cc2)CCc2n-3c(-c3ccccc3)nn2)ccc(c1)F,0.522268216,2.191167551,341.389,4.839,-9.4,-9.4
c1cc(cc(c1)Cl)C1C(=O)NC(=O)C=1N1CCN(CC1)c1ccccc1,0.846949387,2.220774105,367.836,2.5297,-8.6,-7.9
Cc1ccc(C2=C(C(=O)NC2=O)c2c(cccc2)OC)c(C)c1,0.887166776,2.095994581,307.349,2.87924,-8,-8
C1(=O)C(=C(C(N1)=O)c1ccc(F)cc1)c1ccc(cc1)Br,0.849528491,2.051545315,346.155,3.1554,-8.1,-7.8
c12c(-c3cc(NC4CCOCC4)ncc3)n[nH]c1cc(Cl)cc2,0.765812326,2.478351538,328.803,3.8692,-8.4,-8.1
c1(Cl)cc(ccc1)C1C(NC(=O)C=1c1ccc(Cl)c(c1)Cl)=O,0.822842461,2.180642399,352.604,4.214,-8.6,-7.6
C1CC(CO)CCC1Nc1nccc(-c2ccnc(NCC3CCC(CC3)OC)c2)c1,0.5688314,2.686026781,424.589,4.7237,-9.1,-8.3
c1cccc2c1ccn2-c1nc(NC2CCC(O)CC2)ccn1,0.7800718,2.486254026,308.385,3.1359,-8.4,-8.2
C1CC1C(Nc1cc(ccn1)C1=C(c2ccccc2)C(=O)NC1=O)=O,0.837779569,2.279880489,333.347,1.9973,-8.3,-8.3
c1c(-n2cnc3c2nccc3NC(CCC)=O)ccc(Cl)c1Cl,0.756200257,2.2865793,349.221,4.4659,-7.7,-7.4
c1(ccc(cc1Cl)C1=C(C(NC1=O)=O)c1cc(NC2CCCCC2)ncc1)Cl,0.709262742,2.508235622,416.308,4.7002,-9.5,-9.4
c1c(C2C(NC(=O)C=2c2cc(ncc2)NC2CCCC2)=O)ccc(F)c1,0.830425976,2.400630105,351.381,3.1424,-8.9,-8.7
c1nc(NC2CCC(NC(=O)NC3CCCC3)C2)cc(c1Cl)C(=O)N,0.641885673,3.181339387,365.865,2.4087,-8.5,-7.4
n1ccc(cc1Nc1cccc(c1)F)C1C(NC(C=1c1cnccc1)=O)=O,0.699139203,2.45604963,360.348,2.9265,-9.4,-8.9
c1c(cc(nc1)NC1CCOCC1)-c1[nH]c2c(n1)cc(cn2)C#N,0.768856171,2.800407019,320.356,2.48248,-8.5,-8
c1(cc(-c2cn(C)c(cc2)=O)nc(NC2CCOCC2)n1)C1CCC1,0.926638754,2.662232005,340.427,2.7007,-8.6,-8.4
c1(cnn(c1)C)C1=C(c2c(cc(S(=O)(C)=O)cc2)Cl)C(=O)NC1=O,0.819486416,2.606214816,365.798,1.0442,-8.2,-7.8
c1(cc(ncc1)NC1CCC1)C1=C(c2ccc(cc2)F)C(=O)NC1=O,0.841806812,2.399366946,337.354,2.7523,-8.7,-8.4
c1c(cccc1C1C(=O)NC(C=1c1ccc(F)cc1)=O)C(N)=O,0.841772581,2.132760446,310.284,1.4918,-9,-8.2
N(C1C(=O)NC(C=1c1ccc(Cl)cc1)=O)c1cc(ccc1)Cl,0.845852495,2.14813502,333.174,3.473,-7.9,-8.2
Clc1ccc(OC)c(C2C(NC(=O)C=2c2cc(NC3CCCCC3)ncc2)=O)c1,0.725145966,2.503123865,411.889,4.0554,-9.5,-9
c1nccc(-c2n[nH]c(n2-c2cc3ccccc3cc2)=O)c1,0.616613644,2.158835073,288.31,2.7758,-8.4,-8.1
c12[nH]nc(c1ccc(-n1c(cc(n1)C)C)c2)C=C1C(=O)NC(=O)NC1=O,0.472099937,2.865658783,350.338,1.11484,-9.2,-8.7
c1(NC2CN(C2)C(C)C)nnc2cc(-c3ccc(F)cc3)nn2c1,0.797879503,2.639257691,326.379,2.4349,-8.2,-7.6
c1c(cccc1)C1C(NC(C=1c1ccnc(c1)NC1CCOCC1)=O)=O,0.827718733,2.476063902,349.39,2.2397,-8.9,-8.7
n1c(NC(C2CC2)=O)cc(-c2ccnc(c2)NC2CCOCC2)cc1,0.87604076,2.383710667,338.411,3.083,-8.2,-7.4
c1cc(C)cc(C2C(NC(C=2c2c(nc(s2)C2CCC2)O)=O)=O)c1,0.842025393,2.792224078,340.404,2.99182,-8.4,-8.4
n1c(NC2C(=O)NC(=O)C=2c2ccccc2)cc(cc1)C1CCCCC1,0.82905179,2.48318374,347.418,3.6089,-8.9,-9.1
Fc1ccc(C2C(NC(C=2Nc2cc(ccc2)Cl)=O)=O)cc1,0.85596987,2.153901273,316.719,2.9587,-7.8,-8.3
