smiles,qed,sas,ror_gamma_docking,dhodh_docking,weight,logP
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)cccc4C)c(=O)c3cc2F)c1=O,0.502380575,3.012167199,-8.3,-7.9,450.514,3.72964
Cn1c(Cc2c(Cl)ccc(C(=O)N3CCOCC3)c2Cl)cc2ccc(Cl)cc21,0.564133018,2.561377554,-7.9,-9.3,437.754,5.2017
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccnn1C)C1CCCCC1,0.575945667,3.469898057,-8.9,-11.3,482.56,3.8428
CCCCn1cc(C(=O)c2csc(CC)c2)c2cc(-c3cnc(C(=O)NCC)o3)ccc21,0.332529728,2.853423112,-8,-10.9,449.576,5.701
COc1cccc(-c2ncc(Nc3ccc(C)cc3C(=O)O)cc2C)c1,0.691796958,2.103304727,-8.9,-11,348.402,4.81584
O=C(O)c1cccc2cc(-c3ccc(-c4ccccc4)cc3)[nH]c12,0.545938783,1.915913903,-8.8,-12.3,313.356,5.2001
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNS(=O)(=O)C1CC1)O2)C(F)(F)F,0.444698472,3.413538166,-8,-9.8,595.593,3.7532
CCCn1cc(S(=O)(=O)N2CC(C(=O)NC3CCC(C(=O)O)CC3)Oc3ccc(NC(=O)OC(C)(C)C(F)(F)F)cc32)c(Cl)n1,0.344181642,3.804072209,-8.3,-6.5,680.102,4.5518
CCn1c2ccccc2c2cc(NC(=O)CCC(=O)Nc3ccc(C#N)c(C#N)c3)ccc21,0.44790118,2.355961831,-9.4,-13.1,435.487,4.91516
CN(N=c1nc(C)c(-c1ccccc1)c(O)n1CCCOC(F)(F)F)C(Cl)(C#N)c1ccccc1,0.240079545,4.449622663,-9.8,-11.3,505.928,5.27598
CCC(O)=C(C#N)C(=O)Nc1cn(-c2ccccc2F)c(=O)cc1C(F)(F)F,0.357362149,2.947740468,-8.4,-10.7,395.312,3.67958
Cc1ccc(C#N)c2c1cc(C(=O)c1c(Cl)ccc(C(=O)N3CCC(C(C)O)CC3)c1Cl)n2C,0.505736399,3.422626099,-8.5,-10.9,498.41,5.1292
Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-c4ccc(OCc5ccccc5)cc4)c(F)c3F)nc2c1,0.191394038,2.703553897,-10.2,-12.7,506.455,7.03892
CCC(=N)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4C#N)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.105266062,4.192619058,-8.6,-6.2,770.743,7.37395
CC(C)c1ccc(-c2c(F)cc(-n3nnc4c3C(=O)c3ccccc3C4=O)cc2F)cc1,0.399769818,2.587749435,-9.2,-10.3,429.426,5.1113
O=C(O)c1cc(-c2ccc(F)cc2)nc2ccc(Br)cc12,0.743245241,1.835596945,-8.4,-10,346.155,4.5016
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n(CC3CC3)c2=O)nc1,0.341190037,3.233657894,-9,-11.3,532.63,3.04002
CN(C)c1ccc(COC(c2ccc(C3(S(=O)(=O)c4ccc(F)cc4)CCCC3)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.19591465,3.095657506,-8.4,-9.6,603.6,7.6716
CC(Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1ccccc1C(F)(F)F)C(F)(F)F,0.493641776,3.502022331,-8.7,-11.4,534.388,4.304
Cc1cc(C(F)(F)F)cc2c1cc(Cc1c(Cl)ccc(C(=O)N3CC4C(C3)C4C(=O)O)c1Cl)n2C,0.468262916,3.779210051,-8.7,-10.3,525.354,5.80572
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccc(C#N)cc3)cs2)cc1,0.342474737,2.648805909,-8.9,-12.8,503.605,5.44888
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)S(=O)(=O)c1ccc(F)c(F)c1,0.399962866,4.591918067,-9.6,-8.3,519.564,5.5658
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(Cl)cc2c1C(=O)O,0.441224354,2.049348538,-10.2,-13.6,391.829,6.36792
CCC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(C(=O)OC)c1,0.342470169,2.46347565,-7.5,-9.7,384.819,4.47778
O=C(O)c1cc(C2CC2)ccc1Nc1cncc(-c2ccccc2)c1,0.68556235,2.081185852,-8.2,-11.1,330.387,5.0678
CCc1ncnc(C2CC2)c1-c1ncc2nc(NCc3ccc(S(=O)(=O)CC)cn3)c(=O)n(C(C)C)c2n1,0.338598456,3.296182556,-8.2,-10.3,534.646,3.4649
N#Cc1cccc(C(=O)Nc2ccc3[nH]cc(C(=O)N(C)C4CC4)c3c2)c1,0.747614944,2.264812197,-8,-11.3,358.401,3.52628
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)c(F)c1)CC(CCC(=O)O)O2)C(F)(F)F,0.478761645,3.316267848,-7.8,-9.8,552.474,4.6753
CC(C)(C)OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC(CC(=O)O)O2,0.600738998,3.073806495,-8.1,-10.1,516.494,4.4834
COCC1CCN(Cc2ccc(Cl)c(Cc3nc4c(C)cc(C(F)(F)F)cc4n3C)c2Cl)CC1,0.368868561,2.859172418,-8.5,-10.1,514.419,6.65652
N#CC(C(=O)Nc1ccc(S(=O)(=O)C2CCC2)c(Cl)c1)C(=O)C1CC1,0.763803579,3.067879451,-7.2,-9.5,380.853,2.72358
Cc1ccc(Nc2ccc(-c3ccncc3)nc2)c(C(=O)O)c1,0.764447532,2.037725088,-8.5,-11.4,305.337,3.89382
CCS(=O)(=O)c1ccc(CNC(=O)c2ccc3c(c2)nc(Cc2ccc(C(F)(F)F)cc2)n3CC(C)C)cc1,0.27273917,2.493908904,-8.6,-12.4,557.638,6.0255
CC(C)OC(=O)c1ccc(-n2nc(C(C)C)c3c2C(=O)N(c2ccc(C(=O)O)cc2)C3=O)cc1,0.4342515,2.553573152,-8.3,-11.3,461.474,4.0597
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(C(C)COC)c(=O)c3cc2F)c1=O,0.6359547,3.54401471,-7.6,-9.6,418.469,2.331
Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(C#N)c(-c3ccccc3)c(Cl)c2c1,0.334019358,3.24869701,-8.8,-7.9,485.374,6.09798
CC1(C)CN(C(=O)C2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1,0.176117733,4.221581865,-8.8,-7.5,707.655,7.9783
CC1C(=O)C(C#N)=CC2(C)c3nc(-c4ccnc(C5CC5)c4)nc(-c4ccccc4F)c3CC12,0.539502502,4.106293003,-9.3,-7.4,450.517,5.32088
COC(=O)c1cccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1OC(C)C(F)(F)F,0.362214277,3.559045843,-8.8,-10.4,558.872,3.7252
CCC(O)=C(C#N)C(=O)Nc1ccc(-c2cccc(OC3CCC3)c2)c(C(=O)OC)c1,0.289408428,2.618645922,-8.1,-10.3,420.465,4.75568
CCn1cc(S(=O)(=O)N2CC(CNC(C)=O)Oc3ccc(NC(=O)OC(C)(C)OC(C)(C)C(F)(F)F)cc32)c(Cl)n1,0.393347616,3.934202335,-7.7,-10,626.054,4.2909
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccnn1C)C1CCCCC1,0.575945667,3.469898057,-8.9,-11.3,482.56,3.8428
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccc(C#N)cc3)cc2)cc1,0.666958524,1.965911263,-8.5,-11.6,404.491,4.20008
CNS(=O)(=O)c1ccc2c(c1)CN(C=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.39627726,3.522022096,-7.9,-12.6,525.427,2.5587
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(S(C)(=N)=O)c2)cc1,0.490228483,3.221046356,-7.6,-8.7,508.706,4.94117
CC(C)=CCC1C(=O)C(=O)c2ccccc2C1=O,0.454791321,2.974833097,-7.9,-9.5,242.274,2.6072
Cc1cc(-c2nc(-c3ccc(F)cc3)c3c(n2)C2(C)C=C(C#N)C(=O)C(C)C2CC3)ccn1,0.553348525,3.95043081,-10,-11.2,438.506,5.142
COc1nccc(C)c1NC(=O)c1cc(F)c(-n2nc(C3CCC3)n(C)c2=O)cc1OC(C)C(F)(F)F,0.464584806,3.541286939,-8.4,-11.4,523.487,4.27152
COc1cnc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c1NCC1CC1,0.402849466,3.515849316,-8.4,-8,483.494,4.4968
Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-c4ccc(OCc5ccccc5)cc4)c(F)c3F)nc2c1,0.191394038,2.703553897,-10,-12.5,506.455,7.03892
CCS(=O)(=O)c1ccc2c(c1)CN(C(=O)CC1(OC)CC1)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.43050279,3.721188785,-7.9,-12.5,608.557,4.3835
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccc(Cl)cc3Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,0.193771452,3.102270454,-7.9,-7.2,629.421,8.9124
Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-c4ccccc4OCc4ccccc4)c(F)c3F)nc2c1,0.191394038,2.749656264,-9.6,-13.8,506.455,7.03892
O=C(N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(O)CCOCC1,0.223695945,4.085362125,-8.4,-6.8,725.626,6.0836
CCCC(C)N(N=Cc1ccccc1C(=O)O)c1nc(-c2ccccc2Cl)cs1,0.343461301,3.14893272,-8,-10.1,427.957,6.1908
O=C(O)c1ccc(-n2cc(C(=O)c3c(F)cccc3Cl)c3ccccc32)cc1,0.47516592,2.150616503,-9.1,-11,393.801,5.3522
CCc1cccc(N(CC(C)C)S(=O)(=O)c2ccc(SCC3CCOCC3)c(c2)C=NO)c1,0.20798529,2.943957174,-7.3,-9.6,490.691,5.4271
Cc1nccc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1OC(C)C(F)(F)F,0.5207917,3.684871941,-8.5,-9.6,515.851,3.64202
Cc1cc(O)n2nc(SCc3cc(Cl)ccc3Cl)nc2n1,0.735542493,2.639654833,-7.4,-9.9,341.223,3.73742
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NC1c2ccccc2CC1O)C(F)(F)F,0.503837072,3.938368882,-8.6,-11.3,520.483,3.2271
O=C(Nc1ccc(-c2ccccc2)cc1)c1ccsc1C(=O)O,0.749186205,1.843870542,-7.7,-11.2,323.373,4.3656
CC(=O)N1CCN(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(C#N)c3)C2)CC1,0.272442234,4.044369326,-9.8,-6.3,758.688,6.03218
CC1(C)C2CCC1(c1ccnc(-c3ncnn3CS(C)(=O)=O)c1)c1nnc(-c3c(F)cccc3F)cc12,0.385379261,4.999824295,-9.3,-10.9,522.581,4.2807
CCn1c(C)nn(-c2cc3c(C(C)C)cn(-c4cc(C)ncc4F)c(=O)c3cc2F)c1=O,0.485208687,3.081605244,-8.5,-10,439.466,3.77144
CC1(C)C2CCC1(CN(CC(F)F)S(=O)(=O)N1CCC1)c1nnc(-c3ccc(C#N)nc3)cc12,0.593476529,4.949518839,-7.9,-8.7,488.564,3.08288
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)nc(N)nc4COC)nc3n(C3CCC3)c2=O)nc1,0.309859488,3.242340085,-8.8,-11,551.633,2.20622
COc1nc(-c2ccccc2Cl)c2c(n1)C(=O)N(c1ccc(C(=O)O)cc1)C2Cc1ccc(Cl)cc1,0.330353643,3.087877827,-8.2,-7.5,520.372,6.1014
O=C1c2ccccc2C(=O)c2c1nnn2-c1ccc(-c2ccccc2O)cc1,0.516736942,2.327400707,-9.8,-14.4,367.364,3.4153
Cc1ccccc1NC(=O)c1cc(OCC2CCN(S(C)(=O)=O)CC2)cnc1Cl,0.699863471,2.316933298,-8.1,-11,437.949,3.34612
O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3cccc(OC(F)(F)F)c3)cc2F)CCC1,0.656423567,2.608377597,-8.3,-12.2,427.325,5.034
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.551796571,3.20673179,-8.5,-10.1,478.446,4.39972
Cc1cccc2c1C(=Cc1c(Cl)cccc1C1CC1)C(=O)N2c1ccc(C(=O)O)c(Cl)c1,0.41938261,2.65744437,-8,-11.6,464.348,7.09632
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccc(Cl)cc3)c(F)c2)CC1,0.583926864,2.477876831,-8.2,-9.6,494.032,4.0321
CC1(C)C2CCC1(c1cccc(-c3nnc(CCS(C)(=O)=O)o3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.349265695,4.863594107,-9.5,-8.6,537.592,4.6572
Cc1ccc(Nc2ccc(-c3c(F)cccc3F)nc2)c(C(=O)O)c1,0.717568402,2.135663324,-8.7,-12.1,340.329,4.77702
Cc1cc(-c2nc(-c3ccccc3F)c3c(n2)C2(C)C=C(C#N)C(=O)C(C)C2CC3)ccn1,0.553348525,3.985059594,-9,-11.3,438.506,5.142
CC(=O)NCC1CN(S(=O)(=O)c2c(C)nc3ccccn23)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.533786348,3.343444796,-8.9,-11.2,515.592,3.08212
O=C(N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1CCC(F)(F)CC1,0.172005887,4.049668738,-8.7,-7.3,743.635,8.3676
Cn1nc2cc(-c3c(F)c(F)c(-c4ccccc4)c(F)c3F)cc(C(=O)O)c2n1,0.40383705,2.820218575,-8.6,-12.2,401.319,4.5569
CC(=O)NCC1CN(S(=O)(=O)c2c(C)nn3cccnc23)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.526281026,3.388802838,-8.5,-10.2,516.58,2.47712
CCn1c(CO)nn(-c2ccc(C(=O)Nc3c(F)cccc3F)c(OC(C)C(F)(F)F)c2)c1=O,0.499198875,3.256191187,-8,-9.9,486.397,3.4063
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(Cl)cc1C(=O)Nc1ccccc1C(F)F)C(F)(F)F,0.424326822,3.455899341,-8.4,-9.7,530.881,5.5432
COc1cccc(-c2cc(F)c(Nc3ncc(C4CC4)cc3C(=O)O)cc2F)c1,0.58734267,2.417316204,-8.8,-12.8,396.393,5.3546
COc1ccccc1-c1ccc(NC(=O)c2ccsc2C(F)(F)F)cc1OCC1CC1,0.45074385,2.487030494,-8,-9.4,447.478,6.4836
Cc1cc(C(F)(F)F)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1F,0.605216881,2.660601777,-9.2,-10.5,452.383,4.22802
CCCC(C)Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NCC1CCCCC1,0.63655559,3.247452627,-7.8,-10.6,458.578,4.3869
CC(NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F,0.35003935,3.875258745,-8.4,-10.9,667.506,4.718
COc1cccc(-c2ccc(Nc3ncccc3C(=O)O)c(Cl)c2)c1,0.684733432,1.969615483,-7.8,-11.5,354.793,4.8524
CC1CN(C(=O)c2ccc(Cl)c(Cc3cc4ccc(OC(F)(F)F)cc4n3C)c2Cl)CCC1C(=O)O,0.418867334,3.637481045,-9,-10.5,543.369,6.1573
Cc1cc(C(=O)O)c2[nH]c(-c3c(F)c(F)c(-c4ccccc4O)c(F)c3F)nc2c1,0.317910804,2.837575346,-9.5,-11.9,416.33,5.16552
O=C(N1CCOCC1)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.207856462,3.883532266,-8.2,-6.9,710.615,6.4677
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccccc3)cc2)cc1,0.51047298,2.141845728,-8.5,-11.9,464.587,4.5777
Cc1ccc2[nH]nc(N3C(C)COC(C)C3)c2c1,0.83886014,3.334403227,-8,-9.4,245.326,2.48492
N#CC(C(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)C1CC1,0.86847147,2.759706856,-7.6,-9.4,296.248,2.76278
CC(C)(OCc1ccc2c(c1)CCN2)C(C1(c2ccc(C(F)(F)F)cc2)CC1)N1C(=O)CC(O)C1=O,0.555560391,4.086968357,-7.3,-10.1,502.533,4.1888
CC1(C)C2CCC1(c1ccnc(-n3ccc(CNS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.399212491,4.952507119,-9.6,-8.3,537.596,3.65
CC(NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,0.363657095,3.803720092,-8,-8.6,649.516,4.4208
O=C(C1CCS(=O)(=O)CC1)N1CCC(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.347606512,3.704195062,-8.8,-6.9,633.579,4.8414
COc1cc(NC(=O)NCc2ccc(CC(=O)O)cc2)ccc1-c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,0.272085175,2.583222716,-8.6,-12.4,558.45,6.6004
CCCC(C)Oc1cc(-n2nc(C(C)O)n(C)c2=O)c(F)cc1C(=O)NC(CC)CC,0.595774893,3.664383736,-7.2,-9.6,436.528,3.2492
CC1(C)C2CCC1(c1cccc(-c3cc(NS(C)(=O)=O)ccn3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.366257552,4.732731131,-9.8,-6.8,533.604,5.4536
Cc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(Cl)cc2)c2ccc(Cl)cc2)c(C)c1,0.529255468,2.028096276,-8.5,-10.3,463.386,5.44424
O=Cc1cc(F)c(F)cc1-c1ccc(NC3CC3)cc1,0.852405559,2.155635026,-8,-9.4,273.282,4.0186
CC1(C)C2CCC1(c1ccnc(-c3cnc(NC(=O)C4CC4)c(NS(C)(=O)=O)c3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.288651245,4.952634821,-10,-8.9,617.682,5.1971
CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)cc1F,0.826077953,2.694191819,-8.1,-11,344.773,4.20348
CC(Oc1cc(-n2nc(C3CCC3)n(C)c2=O)c(F)cc1C(=O)Nc1ccccc1F)C(F)(F)F,0.502285016,3.255411952,-8.2,-11.2,496.436,4.6986
CCS(=O)(=O)c1ccc(CNC(=O)c2cnc3c(c2)CN(Cc2ccc(C(F)(F)F)cc2)C3C(C)C)cc1,0.402390267,3.199919038,-8.7,-11.8,545.627,5.5369
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(Cl)cc1C(=O)Nc1ccccc1F)c1ccccc1,0.371426992,3.059536058,-9.2,-10,506.965,5.5551
CC(=O)N1CCN(c2ccc(CN(C3(C)CCC3)S(=O)(=O)c3ccc(OC(F)F)cc3)c(F)c2)CC1,0.516133736,2.795295571,-7.2,-9.9,525.593,4.2291
Cc1ccc(Nc2ccc(-c3ccc(F)cc3F)nc2)c(C(=O)O)c1,0.717568402,2.072902665,-8.6,-11.4,340.329,4.77702
COc1nn(-c2cccc(F)c2)c2cc(NC(=O)Cc3ccc(S(=O)(=O)CC)cc3)ccc12,0.441075317,2.415351219,-8.7,-11.6,467.522,4.148
Cc1cc(C(=O)O)c2[nH]c(-c3ccc(-c4ccccc4F)cc3)nc2c1,0.545862818,2.175580009,-8.6,-12.2,346.361,5.04262
CN(N=Cc1ccc(C(F)(F)F)cc1C(=O)O)c1nc(-c2ccccc2Cl)cs1,0.411786906,2.690206652,-8.4,-10.9,439.846,5.6508
O=C(O)C1CCC(C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c3)(S(=O)(=O)c3cccc(C(F)(F)F)c3)C2)CC1,0.331521509,3.865804682,-8.5,-6.4,695.547,6.9264
Cc1ccc(Nc2ccc(-c3ccc(F)cc3F)nc2)c(C(=O)O)c1,0.717568402,2.072902665,-8.5,-11.5,340.329,4.77702
Cc1ccccc1NC(=O)c1cc([N+](=O)[O-])c(Cl)cc1Cl,0.668615876,1.856450908,-7.9,-10,325.151,4.46232
Cc1cnc(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)cn1,0.144863202,3.926940426,-8.9,-6.7,717.61,6.95432
Cc1nn(-c2cc(OC(C)c3ccccc3)c(C(=O)Nc3ccccc3F)cc2F)c(=O)n1C(C)C,0.364667274,3.044383257,-8.5,-9.7,492.526,5.59382
O=C1C(O)=C(Nc2cccc(C(F)(F)F)c2)C(=O)c2ccccc21,0.872735687,2.293014622,-8.9,-11.2,333.265,3.9661
CCOC(=O)c1sc(Nc2ccc(C)c(C)c2)nc1-c1ccccc1,0.629162086,2.013757412,-7.8,-10.6,352.459,5.34724
O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)C1NCc2cc(S(=O)(=O)C3CC3)ccc21,0.53562209,3.381309015,-9.3,-12.2,508.44,3.7179
Cc1c(C(F)(F)F)nc(-c2ccc(Cl)c(-c3ccccc3)c2)n1-c1ccc(C(=O)O)cc1,0.363711045,2.387137888,-8.6,-10,456.851,6.88512
CCN(CC12CCC(c3cc(-c4c(F)cccc4F)nnc31)C2(C)C)C(=O)Cc1ncc(C(=O)OC)cc1,0.414315693,4.650160138,-9,-9.4,520.58,4.8496
O=C1C(O)=C(Nc2cccc(Cl)c2Cl)C(=O)c2ccccc21,0.861413422,2.312469133,-8.1,-10.5,334.158,4.2541
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNC(=O)c1ccon1)O2)C(F)(F)F,0.394888522,3.449448124,-9.1,-10.1,586.52,4.0894
O=C(Nc1ccc(Oc2ccccc2)cc1)c1c(O)nn2ccccc12,0.584147207,2.177037991,-9.5,-11.9,345.358,4.0845
O=C(CCCCCC(=O)Nc1ccc(-c2ccccc2)cc1)NN=Cc1ccccc1Cl,0.225537066,2.018219807,-8.4,-12.2,447.966,6.0463
O=C(NC1CCCc2c1cnn2-c1ccccc1F)c1oc2ccccc2c1Cl,0.504402993,3.012428981,-8.8,-10.8,409.848,5.2184
COCn1cc(S(=O)(=O)N2CC(C(NC(C)=O)C3CC3)Oc3ccc(NC(=O)OC(C)(C)C(F)(F)F)cc32)c(OCC(F)F)n1,0.321112184,4.426285766,-7.8,-8.2,669.626,3.8913
CC(C)CN(Cc1ccc(NC2CCC(C(=O)O)CC2)cc1)S(=O)(=O)Cc1ccccc1,0.537480456,2.382449435,-7.7,-11,458.624,4.7299
Cc1ccc(Nc2cnc(N3CCCCC3)c(C)c2)c(C(=O)O)c1,0.884569027,2.151675564,-8.5,-10.9,325.412,4.13054
COc1cccc(-c2ccc(Nc3ncccc3C(=O)O)c(O)c2)c1,0.612030531,2.048285039,-7.9,-11.1,336.347,3.9046
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NC1CCC(F)(F)CC1)C(F)(F)F,0.618693435,3.613434441,-8.9,-11.4,506.447,4.1467
Cc1sc(NN=Cc2ccccc2C(=O)O)nc1-c1ccccc1,0.538632954,2.154199359,-8.3,-10.6,337.404,4.26272
O=C(O)C1=C(C(=O)Nc2ccc(-c3ccccc3)cc2)CCC1,0.901108688,1.971229983,-8.9,-11,307.349,3.8572
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NC1c2ccccc2CC1O)C(F)(F)F,0.503837072,3.938368882,-8.4,-11.5,520.483,3.2271
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cc(C(=O)N4CC4)cnc23)c(F)c1,0.300273155,2.838304485,-8.3,-12.2,532.837,4.7521
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n(C(C)C)c2=O)nc1,0.335554456,3.282127404,-8.7,-10.3,536.618,2.9111
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(C4CCC(OC)C4)c(=O)c3cc2F)c1=O,0.631374686,3.820317396,-7.9,-8.9,444.507,2.8636
CCC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.864148956,2.704024091,-7.8,-9.5,284.237,2.76278
CC(Oc1c(C(F)(F)F)cccc1C(=O)Nc1ccccc1F)C(=O)Nc1ccccc1,0.491442831,2.563772333,-8.6,-11.5,446.4,5.5028
O=C(O)C1=C(C(=O)Nc2c(F)cc(-c3ccccc3F)cc2F)CCC1,0.85446843,2.426831413,-8.2,-11.5,361.319,4.2745
CC1(C)C2CCC1(c1ccnc(-n3ccc(CCCNS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)ccc(O)c3F)cc12,0.300231687,5.103747688,-9.5,-8.2,581.649,3.7882
Cc1ccc(Nc2ccc(-c3ccc(F)cc3F)nc2)c(C(=O)O)c1,0.717568402,2.072902665,-8.6,-11.4,340.329,4.77702
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C)C(F)(F)F)cc(C)c2O1,0.526457326,3.371914002,-8.9,-11.9,547.527,4.11592
CCCS(=O)(=O)c1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3)c(Cl)c2)nc1,0.465476092,2.395526515,-8.3,-10.4,478.401,5.5608
CCc1nc(NC(=O)C(C)(C)O)ccc1-c1ccc2c(n1)CCC2C(=O)Nc1ccc(C(O)(C)C)cc1,0.381625407,3.406344359,-9.2,-6.9,502.615,4.3113
CC(=O)NCC1CN(S(=O)(=O)c2c(C)nc3ncccn23)c2cc(NC(=O)OC(C)(C)C)ccc2O1,0.526281026,3.461233607,-8.3,-10.7,516.58,2.47712
CCc1nn(-c2cc(OC(C)C3CCCCC3)c(C(=O)Nc3ccc(S(C)(=N)=O)cc3)cc2F)c(=O)n1C,0.418560176,3.694976825,-8.8,-10.6,543.665,4.90787
COC(=O)C1(c2ccccc2)CCN(C(C)=O)CC1,0.761800654,2.10040337,-7.3,-7.8,261.321,1.7397
CCS(=O)(=O)c1ccc(CNC(=O)c2cnc3c(c2)CN(Cc2ccc(C(F)(F)F)cc2)C3C(C)C)nc1,0.430810055,3.381314203,-8.7,-11.9,546.615,4.9319
Cc1cc(C#N)cc2c1cc(Cc1c(Cl)ccc(C(=O)N3CCC(O)CC3)c1Cl)n2C,0.612649142,2.847777228,-9,-6.8,456.373,4.8529
