smiles,qed,sas,weight,logP,ror,dhodh
c1(c(CC(=O)N2CCC(C(=O)OC(C)C)CC2)cc(cc1)OC1CCN(CC1)C(CCc1nn(c(=O)n1C)C)=O)C,0.425177749,2.919723556,569.703,2.16252,-11.5,-10.6
C(=CC1(C(OC)=O)N(C(=O)CN1C(C1CCCC1)=O)c1ccc(C(F)(F)F)c(c1)OCC)C(=O)Nc1ccccc1,0.367597146,3.600944845,573.568,4.5337,-8.3,-7.2
c1[n+](CC2CCCCC2)ccc(c1)C(=O)Nc1c(-n2nc3CCCCn3c2=O)cc[n+](c1)C,0.608854113,3.334279507,448.571,2.3149,-10.7,-13.4
C1C(=C2CC(C(=O)NC3CCCCC3)=CC(C2(C(=O)C)CC2=CC(c3nn(c(=O)n3C2)C)=O)=O)CC1,0.498150691,4.283375873,492.576,2.4986,-9,-7.8
[n+]1(c(C2CCCCC2)ccc(c1)C(=O)Nc1cccc(c1)-n1c(n2CCCc2n1)=O)C,0.661977011,2.942376011,418.521,3.1047,-11.5,-12.3
C1CC(CCN1C(=O)c1ccc(cc1)-n1nc2CCCC(Cn2c1=O)C)[n+]1ccccc1,0.598122668,3.45296258,432.548,2.7712,-11.9,-11
C1CCC(C(=O)Nc2ccc(c(c2)-c2nn(C3CCCCC3)c(n2C2CC2)=O)C)C1C(C)=O,0.684646473,3.480511666,450.583,4.80412,-9.8,-8.9
c1c(N2CC(C)C(CCC(C)C)CC2)c(ccc1NC(=O)Cn1nc2CCCn2c1=O)-c1ccc(cc1)C,0.429794373,3.504079499,515.702,5.50372,-9.6,-11.8
[n+]1(C)ccc(c[n+]1C)CCN1CCC(NC(c2ccc(cc2)-n2nc(n(c2=O)C)C)=O)CC1,0.533923888,3.143200351,451.575,-0.03468,-9.5,-8.8
C(=O)(C1CCCC1)NC(C1(CCC(CC1)NC(CNC(CC)=O)=O)CC(=O)c1c(cccc1F)F)c1ccccc1,0.326579758,3.422592919,567.677,5.1567,-8.5,-7
[n+]1(CC2CCCCC2)cccc(c1)C(Nc1cc2c(cc1)n(c(=O)n2C1CC1)C)=O,0.65668004,2.774602834,405.522,3.795,-10.8,-13.1
[n+]1(C2CC[N+](C)(CC2)C)ccc(cc1)C(Nc1cccc(-n2nc3CCCCn3c2=O)c1)=O,0.491867463,3.365866956,448.571,2.3214,-11.3,-11.9
N1(CCCC(c2ccccc2)C1)C(CCCNC(Cn1nc(C2CC2)n(CC)c1=O)=O)=O,0.607111834,2.915921449,439.56,2.2447,-10.4,-10.8
C(n1c(=O)n(CC(=O)N2CCCN(CC2)c2ccc(C[N+]3(C)CCCC3)cc2)nc1C(C)C)C,0.585177169,2.949675323,469.654,2.6674,-10.4,-6.3
[n+]1(CC2CCCCC2)ccccc1CCC(=O)Nc1ccc(-n2c(C)nn(c2=O)C)cc1,0.580027425,2.872428298,434.564,3.31852,-11.1,-12.7
c1(C(=O)O)c(c(OC2(CCN(C(=O)C3CCCC3)CC2)C)c(NC(=O)c2ccc(C#N)cc2)cc1)-n1c(=O)n(nc1C#N)-c1ccccc1,0.271464456,3.360140171,659.703,4.66716,-8.6,-6.6
c1(C2CC[N+](C)(CC2)Cc2ccc[n+](C)c2)ccc(C(=O)Nn2nc3n(c2=O)CCCC3)cc1,0.466366759,3.432090041,462.598,2.1137,-10.2,-11.3
c1[n+](C2CC[N+](C)(C)CC2)ccc(c1)NC(=O)c1ccc(-n2c(nn(C)c2=O)C)cc1,0.515068817,3.318523863,422.533,1.83052,-10.4,-10.4
[n+]12CCCCc2cc(cc1)C(=O)Nc1ccccc1-n1c(n2c(n1)CCCCC2)=O,0.682357332,3.0505569,404.494,2.6365,-8.9,-12.6
n1c(n(C)c(n1C)=O)CN1CC(C(NC2CCC(Cc3cccc[n+]3C)CC2)=O)CCC1,0.68081712,3.453315025,441.6,1.073,-10,-12.1
c1c2-c3ccc(O)cc3CCn2c(=O)n1-c1c(C)ccc(C(N2CCCc3c(cccc3)C2)=O)c1,0.475210724,2.754055418,465.553,4.46472,-11.2,-8.8
c1(C(=O)NC(c2ccccc2)c2nn(c(=O)n2C)C)ccc(cc1F)C(=O)NC1CN(CCC1)CC,0.523302196,3.325719517,494.571,1.9914,-10.2,-9.1
c1(c(cc(-n2c3cc(c(C#N)cc3ncc2=O)-n2c(n(c(C(F)(F)F)n2)C)=O)cc1)F)C(=O)NC,0.438123683,3.13536799,487.373,1.65928,-8.6,-7
c1c(ccc(C=C2CC[N+](CC2)(CCC2CCC2)C)c1)C(=O)Nc1nn(c(=O)n1C)C,0.724391275,3.249570017,424.569,3.1851,-11.1,-11.9
N(C)(C1CCN(CC1)C1CC[N+](CC1)(Cc1ccccc1)C)C(=O)Cc1n(c(=O)n(n1)C)C,0.61794064,3.153675785,455.627,1.3933,-9.7,-6.7
[n+]1(C)cccc(c1C(N1Cc2ccc(cc2C1)-n1nc2n(c1=O)CCCCC2)=O)F,0.60854588,3.106177968,408.457,1.88,-9.7,-8.2
O=c1n2c(CCCCC2)nn1-c1ccc(NC(c2ccc3CCCn23)=O)c(OC(C)C)c1,0.66444288,2.930497863,435.528,3.5476,-9.3,-10.3
[N+]1(C)(C)CCC(CC1)C[n+]1cc[n+](Cc2n(c(n(-c3ccccc3)n2)=O)C)cc1,0.471252833,3.676490315,395.531,0.6807,-9.8,-10.7
c1[n+](CC2CC[N+](CC2)(C)C)ccc(c1)C(=O)Nc1ccc2CCCc3nn(C)c(n3-c2c1)=O,0.476741259,3.432592353,462.598,2.0859,-9.8,-10.4
C1CC(C2CCCCC2)(C)CCC1NC(c1ccc(-n2c(=O)n3CCCCc3n2)c(c1)OCc1ccccc1)=O,0.385156404,2.87096514,542.724,6.2083,-11.3,-10.8
c1[n+](CC2CC[N+](CC2)(C)C)ccc(c1)NC(c1cc2-n3c(CCc2cc1)nn(C)c3=O)=O,0.487802602,3.491293419,448.571,1.6958,-10.1,-10.1
C[N+]1(C)CCC(CC1)[n+]1cccc(C(=O)Nc2ccc(cc2)-n2c(nn(c2=O)C)C)c1,0.515068817,3.268376913,422.533,1.83052,-10.6,-11.4
c1(C[N+]2(C)CCCCCC2)c(C(NCc2ccccc2)=O)c[n+](-c2nn(c(n2C)=O)C)cc1,0.460203293,3.362161831,450.587,1.8461,-10.1,-11.1
[N+]1(CCC(CC1)[n+]1ccc(C(Nc2ccc(cc2)-n2nc3CCCn3c2=O)=O)cc1)(C)C,0.503850478,3.339779635,434.544,1.9313,-9.6,-6.9
N1(C(C(NC(=O)C(C2CCN(C(=O)C3CC3)CC2)(C)C)CC(C)C)=O)CCC(c2n(C3OC(=O)C(F)(F)C3)c(=O)[nH]c2)CC1,0.407262971,4.338995832,621.726,3.1689,-9.4,-6.4
C1c2c(ccc(Cc3ccc(cc3)-n3nc4n(c3=O)CCCC4)c2)CC[N+](C2CC2)(C)C1,0.593946621,3.435906501,429.588,3.6687,-12.1,-11.9
[n+]1(ccccc1C1CCC(NC(=O)c2cc(ccc2N)-n2nc3CCCn3c2=O)CC1)C,0.484509985,3.039390338,433.536,1.8431,-10.6,-13.2
[N+]1(C)(CC(CCC1)C[n+]1ccc(cc1)C(=O)Nc1ccc(-n2nc3CCCn3c2=O)cc1)C,0.479439173,3.666257801,448.571,2.0064,-10.2,-8.8
[n+]1(C2CCCCC2)cc(C(=O)Nc2ccccc2C2CC[N+](C)(CC2)C)ccc1,0.593435228,3.076925361,393.575,4.6854,-11.3,-11
c1n2CCCCc2[n+](c1NC(=O)c1ccc(-n2nc3CCC[N+](C)(C)Cn3c2=O)cc1)C,0.494607807,3.652337059,437.548,1.2287,-9,-6.9
c1(NC(=O)c2cc(OC)c(cc2)-n2c(n(c(n2)C)C)=O)cc(OC(CC2CCCC2)C)ccc1C,0.502698275,3.079962503,478.593,4.79634,-10.1,-11.5
c1c(ccc(c1NC(C1CCCCC1)=O)C)C(=O)NC(Cn1c(n(-c2ccccc2)c(C)n1)=O)(CC)CC,0.409711649,2.746643372,517.674,5.15844,-11,-11.8
C1(CC1(OC(N)C(=O)Nc1cccc2c1cccc2)Cc1c(F)ccc(F)c1)c1nn(C)c(n1C)=O,0.385477828,4.045596305,493.514,2.9591,-10.2,-10.7
c12cc(C(Nc3ccccc3)=O)c(F)cc2c(c(C#N)c(C(C)C)n1)-n1c(=O)n(nc1C)C,0.515219562,2.847738594,444.47,3.8141,-9.1,-12.1
c12CCCCc2cc(cc1)C[N+]1(C)CCN(CC1)c1c(cccc1)-n1c(=O)n(nc1C)CC,0.561434065,3.014269385,446.619,3.70792,-8.4,-7.9
C(NC(c1ccccc1)=O)(C[N+]1(CCCCC1)C)c1ccc(-n2nc(n(c2=O)C)C)cc1,0.606697216,3.264664982,434.564,2.98102,-10.3,-11.7
O=C(NC1CCN(C(C2CCCCC2)=O)C(C(NCc2ccccc2)=O)C=1C#N)c1ccc(CC)cc1,0.595618033,3.067415255,498.627,4.25408,-8.1,-6.9
n1c(NC(c2ccc(c(F)c2)F)=O)n(C2CC2)c(=O)n1-c1ccc2c(COCC2)c1,0.71481153,2.786068965,412.396,2.9721,-11.3,-11
[n+]1(C2CC[N+](CC2)(C)C)cccc(C(Nc2ccc(cc2)-n2nc3n(c2=O)CCC3)=O)c1,0.503850478,3.314253047,434.544,1.9313,-10.1,-12.3
N(C(c1ccc[n+](CC)c1)=O)c1[n+](CC2CCN(CC2)C(=O)C2CCC2)cnn1C,0.727171559,3.320471861,412.538,1.306,-9.6,-9.9
c1c(NC(=O)C2CCC2)c(OC(CC)C(O)=O)cc(c1)-n1c(=O)n(C)c(n1)C1N(CC1)Cc1ccc(cc1)F,0.405394731,3.554115033,537.592,3.6377,-10.6,-11.3
c1[n+](C2CC[N+](CC2)(C)C)cccc1C(=O)Nc1ccc2CCc3nn(c(=O)n3-c2c1)C,0.503031907,3.556710348,434.544,1.6207,-10.4,-9.5
C(C(NC(=O)c1ccccc1)C(=O)N1CC(C1)Oc1ccccc1F)n1c(=O)n(C)c(n1)O,0.536194084,3.148722377,455.446,0.5149,-10.1,-12
c12ncc(cc2N(C(=O)c2ccc(F)cc2)CC(CC)C1)-n1c(=O)n2c(-c3c(CC2)cn(C)n3)n1,0.456457801,3.727572211,473.512,2.7538,-12.1,-7.9
O=c1n2CCCCc2nn1-c1cc(c(C(=O)NCc2ccccc2)cc1)C[N+]1(CCC1)C,0.609152595,2.865642177,432.548,2.6506,-9.9,-10.1
c12C[N+](C)(CCCCc2ccc(c1)C(Nc1c(cccc1)-n1nc2CCCn2c1=O)=O)C,0.646754962,2.919139502,432.548,3.1452,-11,-6.9
n1c(C2CCCN(C2)C(=O)c2ccc(C(F)(F)F)cc2)n(c(=O)n1CCC)CC1CC1,0.690124181,2.990326274,436.478,3.9034,-9.5,-6.8
c12CCc3c(ccc(c3)C(NC3CC3)=O)-c2cc(-n2c(=O)n(C3CCCC3)c(-c3ccc(cc3)OC)n2)cc1,0.36512258,2.680476989,520.633,5.4825,-12.7,-7.1
c12CCC(Cc1cc(cc2)-c1cc2c(cc1)-c1ccc(NC(=O)CO)cc1COC2)OC(C)C,0.548182815,3.206641306,457.57,5.2639,-9.5,-8.3
c1[n+](c(CC2CC[N+](C)(C)CC2)[n+](cc1)C)Cc1c(-n2nc3CCCCn3c2=O)cccc1,0.438497721,3.77508639,449.623,1.5595,-7.7,-7.1
CN(C1CC1)C(c1cc(ccc1F)-n1c(n(nc1CC)-c1ccc(cc1)F)=O)=O,0.663660206,2.546242998,398.413,3.0982,-9.7,-9.9
C[N+]1(CCC(CCC1)c1ccc(C(Nc2nn(c(n2CC)=O)-c2ccccc2)=O)cc1)C,0.623472505,3.220625084,434.564,3.6501,-9.7,-9.7
c1cccc(COc2c(cc(-n3nc4CCCCCn4c3=O)cc2NC(=O)c2ccc(cc2)OC2CC2)CCC)c1,0.257473407,2.772133395,552.675,6.0854,-10.1,-9.3
C1(CCN(C(=O)Cn2nc(NC(C)=O)n(CC3CCCCC3)c2=O)CC1)c1cccc(F)c1,0.721837633,2.692215677,457.55,3.1288,-10.6,-12.4
CC(Oc1c2C(C)(C)CN(C(=O)C3CCCCC3)Cc2ccc1F)C(Nc1nn(c(=O)n1C)C)=O,0.699446477,3.577096941,487.576,2.864,-8.8,-9.5
[n+]1(C2CCCCCC2)ccc(cc1)C(=O)Nc1cccc(-n2c(=O)n3c(n2)CCC3)c1,0.521265039,2.952047913,418.521,3.4153,-11.3,-10.8
[n+]1(CC2CC[N+]CC2)ccccc1NC(c1c(-n2nc(C)n(c2=O)C)cccc1)=O,0.65060597,3.767537897,406.49,1.43362,-10.2,-7.7
C(c1c(OC(C)C)cccc1)(Nc1c(-n2c(=O)n3c(n2)CCCC3)cc(cc1)C#N)=O,0.686372998,2.613016641,417.469,3.28148,-9.2,-10.9
[n+]1(CC2CC[N+](CC2)(C)C)ccccc1C(=O)Nc1ccccc1-n1nc2n(CCC2)c1=O,0.479439173,3.428111977,448.571,2.0064,-10,-9.3
c1(C2CC[N+](CC2)(CCc2ccccc2)C)ccc(-n2c(=O)n3CCCc3n2)cc1,0.611471353,2.844412844,403.55,3.5469,-11.3,-9
C1N(C)CCC(C1)c1ccc(c(C(Nc2ccc(cc2)-n2nc3n(CCCC3)c2=O)=O)c1)OC(C)CC,0.509334941,3.160196242,503.647,4.6091,-9.8,-9.8
N1(Cc2cn(nc2C(C1)C(=O)Nc1ccccc1C)-c1ccc(cc1)Cl)C(C(C)C)=O,0.651724556,3.041188737,436.943,4.55462,-11.8,-11.1
[n+]12ccccc1CC[N+](CC2)(C)CCC(Nc1cccc(-n2c(C)nn(C)c2=O)c1)=O,0.496096947,3.847768488,422.533,1.19842,-10.2,-10.9
[N+]1(C)(C)CCC(CC1)[n+]1ccc(C(=O)Nc2ccccc2-n2nc3n(c2=O)CCC3)cc1,0.503850478,3.408333147,434.544,1.9313,-9.4,-10.1
C[N+]1(C)CCC(CC1)C[n+]1ccc(C(Nc2ccccc2-n2c(=O)n(C)nc2C)=O)cc1,0.490560409,3.27825405,436.56,1.90562,-9.6,-8.9
c1c(c(cc(c1)-n1nc2n(c1=O)-c1cccc(F)c1CC2)NC(=O)c1nn2CCCCc2n1)OCC,0.461881781,3.129872346,489.511,2.8397,-10.5,-9.4
[n+]1(C)cccc(c1)C(Nc1cccc[n+]1C1CCN(c2nn(C)c(n2C)=O)CC1)=O,0.629919772,3.527051589,409.494,0.3246,-9.4,-11.1
O=C(Nc1ccc(C(=O)NCc2c(cccc2OC)F)cc1)c1n(c(=O)n(C2CCC2)n1)C,0.572009413,2.620067801,453.474,2.6368,-10.1,-12.2
n12CCCCc2nn(c1=O)CC(=O)N1CC(C(N2Cc3c(cccc3CC2=O)F)=O)OCC1,0.594229337,3.526838552,457.462,-0.1409,-11,-9.2
c1(OC2CCC2)c(c(F)cc(NC(c2ccc(cc2)-n2nc3CCCn3c2=O)=O)c1)-n1nc2CCCCn2c1=O,0.398150006,3.142016449,545.575,2.9866,-9.8,-7.2
c1c(C2CCN(CC2)C(C2CN(CCC2)C(c2ccc(cc2)F)=O)=O)n(c(n1C)=O)C,0.752241655,2.978838074,428.508,2.1213,-8.4,-6.8
C(n1c(n(nc1C(NCc1ccc2CCc3c4c(ccc(c4)Cl)[nH]c3-c2c1)=O)C)=O)CC,0.485382554,2.839243737,449.942,3.8221,-11.3,-11
c12cccc(c2ccc(C(F)(F)F)c1Cn1c(=O)n2CCN(C(=O)NC3CCCCC3)CCc2n1)C(O)=O,0.531521204,2.883066808,531.535,3.8637,-10.3,-9.7
C1[N+](C)(C)CCC(C1)C(Nc1cccc2cc(NC(=O)OCc3nn(c(n3C)=O)C)ccc21)=O,0.560764176,2.946867894,467.55,2.4456,-11.1,-13
C[N+]1(CCc2ccc(cc2C1)C(N1CCCCc2nn(c(=O)n2C1)-c1ccccc1)=O)C,0.585150501,3.036669267,432.548,2.6027,-10.4,-8.4
c1c(-n2nc3n(CCCN3C(CC)=O)c2=O)ccc(C(Nc2ccccn2)=O)c1F,0.708543638,2.727582811,410.409,1.9671,-9.6,-11.4
[n+]1(C)ccc[n+](C2CCCCC2)c1NC(c1c(-n2c(=O)n3c(CCC3)n2)cccc1)=O,0.654735102,3.410126781,420.517,1.8497,-7.6,-7
FC(C(O)c1n(-c2ccc(cc2Cn2nc3CCCCn3c2=O)F)c(n(n1)CCO)=O)(F)F,0.504665919,3.627327717,472.399,0.5039,-7.2,-9.6
c1(ccc(NC(=O)C(C)C)cc1C)-n1c(n(Cc2c3c(ccc2)CCOC3)nc1C)=O,0.686537386,2.729855428,420.513,3.36634,-10.3,-11
C[N+]1(Cc2ccc(cc2)C(NC(C2CCCCC2)=O)c2nn(c(n2CC)=O)C)CCCCC1,0.651103551,3.408997471,454.639,3.5181,-8.9,-11.7
c1ccc(cc1NC(=O)c1ccc(-n2c(=O)n3CCCCc3n2)cc1)CCC1(CC[N+](CC1)(C)C)O,0.519767813,3.051608939,490.628,3.1565,-10.8,-11.9
C(CC(=O)NCC(c1ccc(C[N+](C)(C)C)cc1)O)n1c(n(c(n1)C1CCCC1)C)=O,0.592691238,3.2411252,430.573,1.6855,-9.3,-10.3
c12c(cccc1)CCC(CC(NC(Cc1cc(OC)ccc1)c1n(C)c(=O)n(C)n1)=O)C2,0.620297444,3.326838847,434.54,2.7226,-11.9,-12.3
[n+]1(CC2CC[N+](C)(CC2)C)ccccc1C(=O)Nc1ccc(-n2nc3CCn3c2=O)cc1,0.489974756,3.386972445,434.544,1.6163,-9.9,-13.2
[n+]1(C2(CCC2)C)ccccc1NC(c1ccc(cc1)-n1cnn(c1=O)C1CC1)=O,0.681117475,3.172694753,390.467,2.8078,-9.7,-11.7
c1cc(CC[n+]2[n+](C)cccc2)ccc1NC(CCN1CCn2c(n(C)nc21)=O)=O,0.547719454,3.386659185,409.494,-0.2147,-10.4,-12.2
C1C(CC[N+](C)(C1)C)C(=O)c1cc(C(=O)Nc2n(CC(O)=O)c(=O)n(n2)C)ccc1,0.524746029,3.063924502,416.458,0.5878,-10.1,-10.6
c1(C(C[N+]2(C)CCCCC2)=O)c(NC(=O)c2nn(CCC)c(=O)n2-c2ccccc2)cccc1,0.410058902,2.944852306,462.574,3.5095,-9.4,-10.2
c12c(CN(CCN2)C(=O)C2(CCN(CC2)C(C2CC(C)(C)CCC2)=O)c2ccc(cc2)NC(Nc2cccc(C#N)c2)=O)cccc1,0.288313835,3.502144231,632.809,6.73318,-9.7,-7.4
[N+]1(CCC(CC1)[n+]1cccc(CC2CC[N+](CC2)(C)C)c1)(C)Cc1n(C)c(=O)n(C)n1,0.532991611,4.056729168,429.633,1.4169,-9.1,-8.2
c1[n+](CCC2CCC2)cc(cc1)C[N+](C)(Cc1cc(-n2c(=O)n3CCCc3n2)ccc1)C,0.404391867,3.294010572,433.6,3.2345,-10.5,-11.3
O=C(N1CCC(OC(c2ccccc2)=O)CC1)C=Cc1cc[n+](CCCn2c(n(nc2C)C)=O)cc1,0.274181246,2.927093032,490.584,2.12922,-10.6,-11.5
O=C1N(Cc2c1ccc(CC1(CCN(CC1)C(C(C)C)=O)C(=O)NC(C)C)c2)c1nn(C)c(=O)n1C,0.653582944,3.205447376,496.612,1.6111,-8.5,-8.2
c1[n+](CC2CC[N+](C)(C)CC2)cccc1C(=O)Nc1cccc(-n2nc3n(CCC3)c2=O)c1,0.479439173,3.295464365,448.571,2.0064,-10.6,-11.9
[n+]1(C2CCCCC2)ccc(cc1)NC(=O)c1ccc(-n2nc3CCCCn3c2=O)c(c1)F,0.6359724,3.039550824,436.511,3.5544,-8.4,-6.6
C[n+]1ccc(cc1)C[N+]1(C[n+]2ccc(cc2)-n2c(=O)n3c(CCC3)n2)CCC(C)CC1,0.463061844,3.828154473,421.569,1.4966,-9.3,-10.7
C(NC(C1N(S(=O)(=O)c2ccc(c(c2)Cl)Cl)CCC1)=O)c1c(ccc(c1)C#N)C1CCCCC1,0.553775968,2.960459163,520.482,5.38228,-9.8,-11.1
O=C(NC(C(=O)Nc1cc2c(c(n(c(=O)n2C)C)=O)cc1)=Cc1ccccc1)C1CCCC1,0.588148655,2.424616232,446.507,2.5232,-10.9,-11.5
c1c(c(ccc1C1CCN(CC1)c1nn(c(n1C)=O)-c1ccc(c(C#N)c1)C(F)(F)F)F)F,0.54839786,2.919562094,463.41,4.12368,-12.2,-10.6
C(c1ccccc1NC(C1CCCCC[N+]1(CCc1nn(c(n1C)=O)C)C)=O)#N,0.775173584,3.845848197,397.503,1.56088,-8.9,-10.3
c1cccc(c1)C(C1CCN1C(C1(CCC(NC(=O)C(C)N)=CCC1)C)=O)n1nc2CCCCn2c1=O,0.624726061,4.541638929,506.651,2.499,-9.7,-6.9
c1c(C[N+](CC(=O)N2CCC(C(F)(F)F)CC2)(C)C)c(F)c(-n2c(n3CCCc3n2)=O)cc1C,0.484600192,3.435495733,484.518,2.80502,-11.2,-11.4
C1c2ccccc2C(N(C1)Cc1cc2N(C(C=C)=O)CCc2c(c1)Cn1c(n(c(C)n1)C)=O)=O,0.550513326,3.061452727,457.534,2.21212,-11.4,-12.8
C(C[N+]1(C)CCCCC1)Cc1cc(C=CC(=O)Nc2ccccc2-n2nc3n(CCCCCC3)c2=O)ccc1,0.315922826,3.053989404,528.721,5.3655,-11.2,-13.7
CC(NC(c1ccccc1NC(=O)c1c(F)cccc1-n1nc2CCCCn2c1=O)=O)(CC)C,0.580294603,2.742632752,465.529,3.6801,-10.3,-8.6
[n+]1(cccc([n+]1CC1CCC(NC(c2cccc(c2)-n2nc3CCCn3c2=O)=O)CC1)C)C,0.599587426,3.346899183,448.571,1.38942,-10.4,-12.3
C1N(CCC(c2ccc(cc2)C(NC2CCN(CC2)C)=O)(c2ccc(cc2)OC2CC2)C1)C(C1CCC1)=O,0.577671923,2.627032227,515.698,4.7604,-8.9,-9.3
CC1c2cc(ccc2CC1)C(=O)NC(c1c2c(CCCn3c(n(C)nc-23)=O)ccc1)=O,0.651179505,3.321616215,416.481,2.8149,-10.1,-8.1
c1c(C(C)C)ccc(O)c1CCC[N+](C)(C)Cc1n(c(n(n1)-c1ccc(F)cc1)=O)C,0.557244308,2.885126328,427.544,3.7483,-9.2,-10.1
[N+]1(Cc2ccccc2CC1)(CC1CCN(Cc2n(C)c(=O)n(n2)-c2ccccc2)CC1)C,0.582427226,3.32000526,432.592,2.9859,-10.8,-10.7
c1(C)nn(c2cccc(c12)-n1nc2CCCn2c1=O)C1CC[N+](C)(C)CC1,0.651592814,3.352655432,367.477,2.04962,-9.4,-8.9
[N+]1(C)(C)CCC(CC1)c1c(cccc1)NC(=O)c1ccc[n+](c1)-c1nn(C)c(=O)n1C,0.512830458,3.347775852,422.533,1.6016,-10.8,-8.4
c1(C[N+]2(CCC=CC2)C)cccc(C(Nc2ccccc2-n2c(C)nn(c2=O)C)=O)c1,0.511534974,3.495420061,418.521,3.03822,-9.1,-11.6
c1ccc(-n2c(n3CCCc3n2)=O)cc1NC(c1ccc(C2CC[N+](C)(C)CC2)cc1)=O,0.644069671,2.824949535,432.548,3.1863,-11.6,-11.8
[N+]1(C)(C)CCN(CC1)C(=O)C[n+]1ccc(-n2nc3CCCCn3c2=O)c[n+]1CC1CC1,0.466108597,4.019474333,428.561,-0.7261,-9.5,-10.3
c1c(CNC(C(C)C)=O)ccc(c1)C[n+]1ccc(cc1)C1CC[N+](C)(CC1)C,0.604696428,2.9290981,381.564,3.2484,-9.3,-11
O=C(C1CC[N+](C)(CC1)Cc1cc[n+](cc1)Cc1ccc(-n2nc(C)n(C)c2=O)cc1)O,0.469815553,3.263057127,437.544,1.65642,-10.6,-11.7
c1[n+](c(C2CN(CCC2)C(Cn2c(nn(C)c2=O)C)=O)ccc1)CCc1ccccc1,0.57176173,3.369432012,420.537,1.82662,-9.6,-9.7
c1c2c(c(cc1NC(C1CCC(CC1)CCC)=O)-n1c(n3CCCCc3n1)=O)c(ccc2F)C,0.54085474,2.89109497,464.585,5.51602,-10.2,-12.9
C1OC(C2N(c3ccc(O)c(N4CCC(CC4)C(=O)OC4CCN(Cc5ccccc5)CC4)c3)CCN=2)CCC1,0.5086772,3.421709179,546.712,4.604,-10.7,-10.6
C(Nc1cc2c(CCn3c-2nn(c3=O)C)cc1)(=O)c1ccc(C(F)(F)F)c(C#N)c1,0.699237823,2.805632884,413.359,2.94768,-12.1,-11.8
c1(ccc(-n2c3ccc(cc3n(c2=O)C2CC2)CCc2cc[n+](C)cc2)cc1)C1CCCCC1,0.340994038,2.754662211,452.622,5.7845,-10.7,-9.4
[N+]1(CCC(CC1)c1cccc(CCNC(=O)c2nn(C3CC3)c(n2C)=O)c1)(C)C,0.755258306,3.152993127,398.531,1.843,-11,-11.9
c1ccc2CCCCc2c1C(=O)N1CCC(NC(C(O)C(OC)=O)=O)c2n(C1)c(=O)n(n2)CC(F)(F)F,0.432977487,4.017026374,525.484,0.6807,-9.9,-9.5
[n+]1(CC2CC[N+](C)(CC2)C)ccc(cc1)C(Nc1cccc(-n2nc3CCCn3c2=O)c1)=O,0.479439173,3.277146632,448.571,2.0064,-10.8,-11.9
[N+]1(CCCCC1)(Cc1cccc(c1)C(Nc1ccc(-n2nc3n(CCO3)c2=O)cc1)=O)C,0.626691906,2.945221296,434.52,2.8092,-10.4,-12.5
[N+]1(CCC(CC1)Cc1ccc(-n2nc3n(CCC3)c2=O)cc1C(NC1CCCC1)=O)(C)C,0.730072788,3.120077294,438.596,2.6815,-9.3,-11.4
c1(NC(=O)OCCc2c(cc(-n3c(n4CCCCc4n3)=O)cc2)OC(C)C(F)(F)F)ccc(cc1)OC(C)C1CN(CCC)C(=O)C1,0.272405224,4.23390996,659.706,5.5169,-10.5,-9.2
C1C(CCC2CCCC2)(C(=O)N2CCN(C(C3(CCN(C)CC3)C)=O)CC2)CCN(C1)C(C1(CCC1)c1nn(c(=O)n1C)C)=O,0.461603362,3.555008302,625.859,2.5224,-9.9,-7.4
[N+]1(C)(C)CCC(CC1)C[n+]1cccc(C(Nc2n(c(n(n2)C)=O)-c2ccccc2)=O)c1,0.501462989,3.31151262,422.533,1.5972,-10,-9.9
[n+]1(cccc(C2CC2)c1)CCCC1CC[N+](Cc2nn(C)c(n2-c2ccccc2)=O)(C)CC1,0.391403617,3.363000074,447.627,3.5729,-9.4,-9.9
c1c(ccc2c1CCCCCCN2C(=O)C1CCC1)C(Cc1n(C)c(=O)n(n1)C)NC(CC1CCCCC1)=O,0.554738317,3.752145781,535.733,4.7388,-11.1,-10.6
C1[N+](CCC(C1)C[n+]1ccc(cc1)NC(=O)c1cc2-n3c(n(nc3Cc2cc1)C)=O)(C)C,0.390884933,3.523056586,434.544,1.5014,-10.4,-10.2
c1[n+](C2CCCCC2)ccc(c1)C(=O)Nc1c[n+](CCCn2nc3COCCn3c2=O)ccc1,0.542207017,3.441350631,464.57,1.9978,-11.6,-13
[n+]1(ccccc1C1CCCCC1)CC(NCc1cc(-n2c(=O)n3CCCCc3n2)ccc1F)=O,0.569874922,3.077360113,464.565,3.161,-11.2,-12.6
C1[N+](C)(Cc2ccccc2NC(CCc2nn(c(=O)n2C2CCCCC2)C)=O)CCOC1,0.668966354,3.051669769,442.584,2.6351,-9.8,-9.5
c1[n+](CC2CC[N+](CC2)(C)C)ccc(c1)C(Nc1ccccc1-n1c(=O)n2c(n1)CCC2)=O,0.479439173,3.302410762,448.571,2.0064,-11,-10.6
C1[N+](C)(C)CCC(C1)c1ccc(C(=O)NCCc2nn(C3CCC3)c(n2C)=O)c(c1)C,0.722028266,3.069882416,426.585,2.54152,-11.2,-12.6
c1c2c(ccc1C(NC(C)C)=O)CCC(C2)NC(c1cccc(c1)-n1nc(C)n(C)c1=O)=O,0.627138632,2.992301474,447.539,2.30492,-11.4,-13
